Character,Absolute Frequency,Relative Frequency,Weight
焦,32,0.000220,0.799217
焰,28,0.000193,0.913391
然,38,0.000261,0.673025
煉,27,0.000186,0.947220
煌,33,0.000227,0.774998
煎,24,0.000165,1.065623
煑,29,0.000199,0.881895
煙,29,0.000199,0.881895
煜,26,0.000179,0.983652
煞,23,0.000158,1.111954
煢,20,0.000138,1.278747
煤,20,0.000138,1.278747
煥,29,0.000199,0.881895
煦,18,0.000124,1.420830
照,26,0.000179,0.983652
煨,18,0.000124,1.420830
煩,36,0.000248,0.710415
煬,20,0.000138,1.278747
煽,24,0.000165,1.065623
熄,17,0.000117,1.504409
熈,31,0.000213,0.824998
熊,27,0.000186,0.947220
熏,20,0.000138,1.278747
熒,23,0.000158,1.111954
熙,26,0.000179,0.983652
熟,33,0.000227,0.774998
熨,22,0.000151,1.162498
熬,24,0.000165,1.065623
熱,32,0.000220,0.799217
熹,24,0.000165,1.065623
熾,33,0.000227,0.774998
燃,36,0.000248,0.710415
燈,35,0.000241,0.730713
燉,13,0.000089,1.967304
燎,31,0.000213,0.824998
燐,24,0.000165,1.065623
燒,33,0.000227,0.774998
燔,9,0.000062,2.841661
燕,21,0.000144,1.217855
燙,26,0.000179,0.983652
營,20,0.000138,1.278747
燠,17,0.000117,1.504409
燥,27,0.000186,0.947220
燦,30,0.000206,0.852498
燧,17,0.000117,1.504409
燭,19,0.000131,1.346050
燮,18,0.000124,1.420830
燹,19,0.000131,1.346050
燼,37,0.000255,0.691215
燾,21,0.000144,1.217855
爆,24,0.000165,1.065623
爍,28,0.000193,0.913391
爐,29,0.000199,0.881895
爛,30,0.000206,0.852498
爨,14,0.000096,1.826782
爪,19,0.000131,1.346050
爬,33,0.000227,0.774998
爭,40,0.000275,0.639374
爰,20,0.000138,1.278747
爵,29,0.000199,0.881895
父,34,0.000234,0.752204
爸,32,0.000220,0.799217
爹,24,0.000165,1.065623
爺,33,0.000227,0.774998
爻,21,0.000144,1.217855
爽,37,0.000255,0.691215
爿,13,0.000089,1.967304
片,36,0.000248,0.710415
版,36,0.000248,0.710415
牌,27,0.000186,0.947220
牎,21,0.000144,1.217855
牐,16,0.000110,1.598434
牒,19,0.000131,1.346050
牓,28,0.000193,0.913391
牖,15,0.000103,1.704996
牘,14,0.000096,1.826782
牙,20,0.000138,1.278747
牛,38,0.000261,0.673025
牝,18,0.000124,1.420830
牟,20,0.000138,1.278747
牡,17,0.000117,1.504409
牢,23,0.000158,1.111954
牧,38,0.000261,0.673025
物,40,0.000275,0.639374
牯,14,0.000096,1.826782
牲,28,0.000193,0.913391
特,39,0.000268,0.655768
牽,31,0.000213,0.824998
牾,13,0.000089,1.967304
犀,30,0.000206,0.852498
犁,31,0.000213,0.824998
犄,10,0.000069,2.557495
犒,17,0.000117,1.504409
犖,27,0.000186,0.947220
犢,28,0.000193,0.913391
犧,30,0.000206,0.852498
犬,45,0.000310,0.568332
犯,27,0.000186,0.947220
犹,23,0.000158,1.111954
狀,31,0.000213,0.824998
狂,20,0.000138,1.278747
狃,10,0.000069,2.557495
狄,27,0.000186,0.947220
狎,25,0.000172,1.022998
狐,15,0.000103,1.704996
狒,14,0.000096,1.826782
狗,27,0.000186,0.947220
狙,20,0.000138,1.278747
狠,37,0.000255,0.691215
狡,21,0.000144,1.217855
狩,19,0.000131,1.346050
狷,24,0.000165,1.065623
狸,23,0.000158,1.111954
狹,30,0.000206,0.852498
狼,27,0.000186,0.947220
狽,27,0.000186,0.947220
猊,13,0.000089,1.967304
猎,21,0.000144,1.217855
猓,19,0.000131,1.346050
猖,24,0.000165,1.065623
猗,22,0.000151,1.162498
猙,30,0.000206,0.852498
猛,20,0.000138,1.278747
猜,28,0.000193,0.913391
猝,21,0.000144,1.217855
猥,21,0.000144,1.217855
猨,26,0.000179,0.983652
猩,23,0.000158,1.111954
猪,30,0.000206,0.852498
猫,14,0.000096,1.826782
献,23,0.000158,1.111954
猴,23,0.000158,1.111954
猶,34,0.000234,0.752204
猷,27,0.000186,0.947220
猾,21,0.000144,1.217855
猿,35,0.000241,0.730713
獄,30,0.000206,0.852498
獅,29,0.000199,0.881895
獎,32,0.000220,0.799217
獐,23,0.000158,1.111954
獗,25,0.000172,1.022998
獨,39,0.000268,0.655768
獪,16,0.000110,1.598434
獰,24,0.000165,1.065623
獲,23,0.000158,1.111954
獵,29,0.000199,0.881895
獷,17,0.000117,1.504409
獸,25,0.000172,1.022998
獺,37,0.000255,0.691215
獻,44,0.000303,0.581249
玀,16,0.000110,1.598434
率,30,0.000206,0.852498
玉,36,0.000248,0.710415
王,38,0.000261,0.673025
玖,30,0.000206,0.852498
玟,22,0.000151,1.162498
玨,11,0.000076,2.324995
玩,25,0.000172,1.022998
玫,25,0.000172,1.022998
玲,25,0.000172,1.022998
玳,23,0.000158,1.111954
玷,17,0.000117,1.504409
玻,27,0.000186,0.947220
珀,28,0.000193,0.913391
珂,20,0.000138,1.278747
珈,14,0.000096,1.826782
珉,15,0.000103,1.704996
珊,29,0.000199,0.881895
珍,36,0.000248,0.710415
珞,25,0.000172,1.022998
珠,24,0.000165,1.065623
珥,18,0.000124,1.420830
班,29,0.000199,0.881895
現,32,0.000220,0.799217
球,37,0.000255,0.691215
琅,24,0.000165,1.065623
理,31,0.000213,0.824998
琉,20,0.000138,1.278747
琊,11,0.000076,2.324995
琍,26,0.000179,0.983652
琛,13,0.000089,1.967304
琢,26,0.000179,0.983652
琥,19,0.000131,1.346050
琦,21,0.000144,1.217855
琨,21,0.000144,1.217855
琪,28,0.000193,0.913391
琮,17,0.000117,1.504409
琳,29,0.000199,0.881895
琴,16,0.000110,1.598434
琵,28,0.000193,0.913391
琶,32,0.000220,0.799217
琿,20,0.000138,1.278747
瑁,23,0.000158,1.111954
瑕,24,0.000165,1.065623
瑙,20,0.000138,1.278747
瑚,26,0.000179,0.983652
瑛,25,0.000172,1.022998
瑜,28,0.000193,0.913391
瑞,23,0.000158,1.111954
瑟,27,0.000186,0.947220
瑣,34,0.000234,0.752204
瑤,30,0.000206,0.852498
瑩,17,0.000117,1.504409
瑪,27,0.000186,0.947220
瑭,29,0.000199,0.881895
瑰,18,0.000124,1.420830
瑾,10,0.000069,2.557495
璀,21,0.000144,1.217855
璃,20,0.000138,1.278747
璉,12,0.000083,2.131246
璋,22,0.000151,1.162498
璜,15,0.000103,1.704996
璞,22,0.000151,1.162498
璣,25,0.000172,1.022998
璦,16,0.000110,1.598434
璧,26,0.000179,0.983652
璨,20,0.000138,1.278747
璩,9,0.000062,2.841661
環,26,0.000179,0.983652
璽,20,0.000138,1.278747
瓊,35,0.000241,0.730713
瓏,26,0.000179,0.983652
瓔,25,0.000172,1.022998
瓚,18,0.000124,1.420830
瓜,23,0.000158,1.111954
瓠,25,0.000172,1.022998
瓢,26,0.000179,0.983652
瓣,31,0.000213,0.824998
瓤,21,0.000144,1.217855
瓦,25,0.000172,1.022998
瓮,17,0.000117,1.504409
瓶,21,0.000144,1.217855
瓷,35,0.000241,0.730713
甄,28,0.000193,0.913391
甌,30,0.000206,0.852498
甍,16,0.000110,1.598434
甑,17,0.000117,1.504409
甓,16,0.000110,1.598434
甘,26,0.000179,0.983652
甚,32,0.000220,0.799217
甜,28,0.000193,0.913391
生,44,0.000303,0.581249
產,27,0.000186,0.947220
甥,29,0.000199,0.881895
用,46,0.000316,0.555977
甫,32,0.000220,0.799217
甬,22,0.000151,1.162498
甯,14,0.000096,1.826782
田,35,0.000241,0.730713
由,38,0.000261,0.673025
甲,23,0.000158,1.111954
申,34,0.000234,0.752204
男,37,0.000255,0.691215
甸,31,0.000213,0.824998
町,24,0.000165,1.065623
画,27,0.000186,0.947220
畂,23,0.000158,1.111954
畊,34,0.000234,0.752204
畋,25,0.000172,1.022998
界,38,0.000261,0.673025
畎,13,0.000089,1.967304
畏,29,0.000199,0.881895
畔,31,0.000213,0.824998
留,37,0.000255,0.691215
畚,16,0.000110,1.598434
畛,13,0.000089,1.967304
畜,23,0.000158,1.111954
畢,28,0.000193,0.913391
略,45,0.000310,0.568332
畦,32,0.000220,0.799217
番,49,0.000337,0.521938
畫,32,0.000220,0.799217
異,34,0.000234,0.752204
畸,33,0.000227,0.774998
畿,16,0.000110,1.598434
疆,32,0.000220,0.799217
疇,25,0.000172,1.022998
疋,11,0.000076,2.324995
疎,45,0.000310,0.568332
疏,35,0.000241,0.730713
疑,52,0.000358,0.491826
疔,11,0.000076,2.324995
疘,22,0.000151,1.162498
疙,25,0.000172,1.022998
疚,34,0.000234,0.752204
疝,27,0.000186,0.947220
疣,21,0.000144,1.217855
疤,18,0.000124,1.420830
疥,29,0.000199,0.881895
疫,27,0.000186,0.947220
疱,18,0.000124,1.420830
疲,35,0.000241,0.730713
疳,15,0.000103,1.704996
疵,19,0.000131,1.346050
疸,21,0.000144,1.217855
疹,30,0.000206,0.852498
疼,20,0.000138,1.278747
疽,26,0.000179,0.983652
疾,22,0.000151,1.162498
疿,25,0.000172,1.022998
痂,18,0.000124,1.420830
痃,15,0.000103,1.704996
病,39,0.000268,0.655768
痊,28,0.000193,0.913391
痍,28,0.000193,0.913391
痐,26,0.000179,0.983652
痒,22,0.000151,1.162498
痔,24,0.000165,1.065623
痕,24,0.000165,1.065623
痘,37,0.000255,0.691215
痙,22,0.000151,1.162498
痛,36,0.000248,0.710415
痞,29,0.000199,0.881895
痢,23,0.000158,1.111954
痣,24,0.000165,1.065623
痰,31,0.000213,0.824998
痱,16,0.000110,1.598434
痴,29,0.000199,0.881895
痹,15,0.000103,1.704996
痺,24,0.000165,1.065623
痼,14,0.000096,1.826782
痾,13,0.000089,1.967304
痿,30,0.000206,0.852498
瘀,19,0.000131,1.346050
瘁,25,0.000172,1.022998
瘋,24,0.000165,1.065623
瘍,28,0.000193,0.913391
瘓,19,0.000131,1.346050
瘟,35,0.000241,0.730713
瘠,19,0.000131,1.346050
瘡,28,0.000193,0.913391
瘢,18,0.000124,1.420830
瘤,27,0.000186,0.947220
瘦,18,0.000124,1.420830
瘧,27,0.000186,0.947220
瘰,18,0.000124,1.420830
瘴,36,0.000248,0.710415
瘸,19,0.000131,1.346050
瘻,16,0.000110,1.598434
療,31,0.000213,0.824998
癆,32,0.000220,0.799217
癇,11,0.000076,2.324995
癖,17,0.000117,1.504409
癘,23,0.000158,1.111954
癜,11,0.000076,2.324995
癧,16,0.000110,1.598434
癩,18,0.000124,1.420830
癬,25,0.000172,1.022998
癮,23,0.000158,1.111954
癰,16,0.000110,1.598434
癱,23,0.000158,1.111954
癲,17,0.000117,1.504409
癸,22,0.000151,1.162498
登,33,0.000227,0.774998
發,34,0.000234,0.752204
白,39,0.000268,0.655768
百,35,0.000241,0.730713
皂,25,0.000172,1.022998
的,48,0.000330,0.532811
皆,23,0.000158,1.111954
皇,41,0.000282,0.623779
皈,29,0.000199,0.881895
皋,32,0.000220,0.799217
皎,18,0.000124,1.420830
皓,13,0.000089,1.967304
皖,22,0.000151,1.162498
皙,18,0.000124,1.420830
皚,22,0.000151,1.162498
皮,41,0.000282,0.623779
皰,22,0.000151,1.162498
皴,20,0.000138,1.278747
皷,22,0.000151,1.162498
皸,14,0.000096,1.826782
皺,32,0.000220,0.799217
皿,38,0.000261,0.673025
盂,22,0.000151,1.162498
盅,31,0.000213,0.824998
盆,27,0.000186,0.947220
盈,21,0.000144,1.217855
益,50,0.000344,0.511499
盍,32,0.000220,0.799217
盎,31,0.000213,0.824998
盒,28,0.000193,0.913391
盔,30,0.000206,0.852498
盖,20,0.000138,1.278747
盛,42,0.000289,0.608927
盜,23,0.000158,1.111954
盞,28,0.000193,0.913391
盟,34,0.000234,0.752204
監,30,0.000206,0.852498
盤,19,0.000131,1.346050
盥,23,0.000158,1.111954
盧,17,0.000117,1.504409
盪,38,0.000261,0.673025
目,42,0.000289,0.608927
盯,28,0.000193,0.913391
盲,27,0.000186,0.947220
直,32,0.000220,0.799217
相,36,0.000248,0.710415
盹,25,0.000172,1.022998
盼,29,0.000199,0.881895
盾,28,0.000193,0.913391
省,43,0.000296,0.594766
眄,10,0.000069,2.557495
眇,25,0.000172,1.022998
眈,16,0.000110,1.598434
眉,28,0.000193,0.913391
看,34,0.000234,0.752204
眎,24,0.000165,1.065623
真,37,0.000255,0.691215
眠,22,0.000151,1.162498
眥,20,0.000138,1.278747
眦,8,0.000055,3.196868
眨,20,0.000138,1.278747
眩,27,0.000186,0.947220
眶,27,0.000186,0.947220
眷,33,0.000227,0.774998
眸,22,0.000151,1.162498
眺,37,0.000255,0.691215
眼,31,0.000213,0.824998
眾,26,0.000179,0.983652
睇,19,0.000131,1.346050
睚,16,0.000110,1.598434
睛,25,0.000172,1.022998
睜,25,0.000172,1.022998
睞,18,0.000124,1.420830
睡,34,0.000234,0.752204
睢,11,0.000076,2.324995
督,27,0.000186,0.947220
睥,23,0.000158,1.111954
睦,24,0.000165,1.065623
睨,29,0.000199,0.881895
睫,27,0.000186,0.947220
睬,27,0.000186,0.947220
睹,27,0.000186,0.947220
睽,25,0.000172,1.022998
睾,14,0.000096,1.826782
睿,14,0.000096,1.826782
瞌,12,0.000083,2.131246
瞎,23,0.000158,1.111954
瞑,19,0.000131,1.346050
瞖,18,0.000124,1.420830
瞞,42,0.000289,0.608927
瞟,14,0.000096,1.826782
瞠,20,0.000138,1.278747
瞥,24,0.000165,1.065623
瞧,26,0.000179,0.983652
瞩,19,0.000131,1.346050
瞪,26,0.000179,0.983652
瞬,29,0.000199,0.881895
瞰,19,0.000131,1.346050
瞳,23,0.000158,1.111954
瞻,23,0.000158,1.111954
瞼,21,0.000144,1.217855
瞽,24,0.000165,1.065623
瞿,12,0.000083,2.131246
矍,17,0.000117,1.504409
矗,25,0.000172,1.022998
矚,28,0.000193,0.913391
矛,23,0.000158,1.111954
矜,26,0.000179,0.983652
矢,38,0.000261,0.673025
矣,27,0.000186,0.947220
知,38,0.000261,0.673025
矧,17,0.000117,1.504409
矩,20,0.000138,1.278747
短,36,0.000248,0.710415
矮,30,0.000206,0.852498
矯,20,0.000138,1.278747
石,30,0.000206,0.852498
砂,32,0.000220,0.799217
砌,33,0.000227,0.774998
砍,30,0.000206,0.852498
砒,14,0.000096,1.826782
砝,19,0.000131,1.346050
砟,14,0.000096,1.826782
砥,16,0.000110,1.598434
砦,18,0.000124,1.420830
砧,34,0.000234,0.752204
砭,25,0.000172,1.022998
砰,23,0.000158,1.111954
破,35,0.000241,0.730713
硅,18,0.000124,1.420830
硎,14,0.000096,1.826782
硝,28,0.000193,0.913391
硤,16,0.000110,1.598434
硫,23,0.000158,1.111954
硬,27,0.000186,0.947220
确,23,0.000158,1.111954
硯,31,0.000213,0.824998
硼,28,0.000193,0.913391
碇,18,0.000124,1.420830
碉,32,0.000220,0.799217
碌,30,0.000206,0.852498
碍,16,0.000110,1.598434
碎,23,0.000158,1.111954
碑,39,0.000268,0.655768
碓,25,0.000172,1.022998
碟,29,0.000199,0.881895
碣,19,0.000131,1.346050
碧,24,0.000165,1.065623
碩,34,0.000234,0.752204
碼,29,0.000199,0.881895
碾,20,0.000138,1.278747
磁,36,0.000248,0.710415
磅,23,0.000158,1.111954
磊,24,0.000165,1.065623
磋,31,0.000213,0.824998
磐,18,0.000124,1.420830
磔,14,0.000096,1.826782
磕,21,0.000144,1.217855
磧,13,0.000089,1.967304
磨,17,0.000117,1.504409
磬,17,0.000117,1.504409
磯,18,0.000124,1.420830
磴,20,0.000138,1.278747
磷,18,0.000124,1.420830
磺,21,0.000144,1.217855
磽,9,0.000062,2.841661
礆,19,0.000131,1.346050
礎,28,0.000193,0.913391
礙,34,0.000234,0.752204
礦,25,0.000172,1.022998
礪,18,0.000124,1.420830
礫,31,0.000213,0.824998
礬,27,0.000186,0.947220
示,44,0.000303,0.581249
礼,50,0.000344,0.511499
社,50,0.000344,0.511499
祀,22,0.000151,1.162498
祁,24,0.000165,1.065623
祆,25,0.000172,1.022998
祈,29,0.000199,0.881895
祉,22,0.000151,1.162498
祓,13,0.000089,1.967304
祕,27,0.000186,0.947220
祖,40,0.000275,0.639374
祗,25,0.000172,1.022998
祚,12,0.000083,2.131246
祝,23,0.000158,1.111954
神,40,0.000275,0.639374
祟,18,0.000124,1.420830
祠,23,0.000158,1.111954
祢,13,0.000089,1.967304
祥,30,0.000206,0.852498
票,32,0.000220,0.799217
祭,37,0.000255,0.691215
祺,21,0.000144,1.217855
祿,26,0.000179,0.983652
禀,21,0.000144,1.217855
禁,30,0.000206,0.852498
禊,12,0.000083,2.131246
禎,21,0.000144,1.217855
福,38,0.000261,0.673025
禧,15,0.000103,1.704996
禪,25,0.000172,1.022998
禮,38,0.000261,0.673025
禱,25,0.000172,1.022998
禳,21,0.000144,1.217855
禹,35,0.000241,0.730713
禺,24,0.000165,1.065623
离,14,0.000096,1.826782
禽,32,0.000220,0.799217
禾,34,0.000234,0.752204
禿,30,0.000206,0.852498
秀,19,0.000131,1.346050
私,35,0.000241,0.730713
秆,27,0.000186,0.947220
秉,32,0.000220,0.799217
秋,38,0.000261,0.673025
种,24,0.000165,1.065623
科,33,0.000227,0.774998
秒,37,0.000255,0.691215
秔,28,0.000193,0.913391
秕,18,0.000124,1.420830
秘,35,0.000241,0.730713
租,23,0.000158,1.111954
秣,23,0.000158,1.111954
秤,28,0.000193,0.913391
秦,31,0.000213,0.824998
秧,23,0.000158,1.111954
秩,28,0.000193,0.913391
积,22,0.000151,1.162498
秸,16,0.000110,1.598434
移,30,0.000206,0.852498
稀,31,0.000213,0.824998
稅,37,0.000255,0.691215
稈,26,0.000179,0.983652
程,37,0.000255,0.691215
稍,27,0.000186,0.947220
稔,19,0.000131,1.346050
稗,28,0.000193,0.913391
稚,27,0.000186,0.947220
稞,27,0.000186,0.947220
稟,18,0.000124,1.420830
稠,23,0.000158,1.111954
稬,23,0.000158,1.111954
種,30,0.000206,0.852498
稱,20,0.000138,1.278747
稷,28,0.000193,0.913391
稻,23,0.000158,1.111954
稼,24,0.000165,1.065623
稽,22,0.000151,1.162498
稾,31,0.000213,0.824998
稿,32,0.000220,0.799217
穀,31,0.000213,0.824998
穅,26,0.000179,0.983652
穆,19,0.000131,1.346050
穌,17,0.000117,1.504409
積,28,0.000193,0.913391
穎,21,0.000144,1.217855
穗,25,0.000172,1.022998
穡,20,0.000138,1.278747
穢,33,0.000227,0.774998
穨,26,0.000179,0.983652
穩,32,0.000220,0.799217
穰,18,0.000124,1.420830
穴,40,0.000275,0.639374
究,39,0.000268,0.655768
穹,22,0.000151,1.162498
空,30,0.000206,0.852498
穽,24,0.000165,1.065623
穿,23,0.000158,1.111954
突,36,0.000248,0.710415
窄,30,0.000206,0.852498
窈,19,0.000131,1.346050
窑,21,0.000144,1.217855
窒,24,0.000165,1.065623
窕,16,0.000110,1.598434
窖,25,0.000172,1.022998
窗,22,0.000151,1.162498
窘,23,0.000158,1.111954
窟,32,0.000220,0.799217
窠,17,0.000117,1.504409
窩,29,0.000199,0.881895
窮,40,0.000275,0.639374
窯,25,0.000172,1.022998
窶,13,0.000089,1.967304
窺,20,0.000138,1.278747
窿,27,0.000186,0.947220
竄,33,0.000227,0.774998
竅,22,0.000151,1.162498
竇,28,0.000193,0.913391
竊,24,0.000165,1.065623
立,29,0.000199,0.881895
站,25,0.000172,1.022998
竟,28,0.000193,0.913391
章,29,0.000199,0.881895
竣,27,0.000186,0.947220
童,44,0.000303,0.581249
竦,15,0.000103,1.704996
竪,20,0.000138,1.278747
竭,28,0.000193,0.913391
端,32,0.000220,0.799217
競,42,0.000289,0.608927
竹,26,0.000179,0.983652
竺,20,0.000138,1.278747
竽,9,0.000062,2.841661
竿,24,0.000165,1.065623
笄,12,0.000083,2.131246
笆,24,0.000165,1.065623
笈,12,0.000083,2.131246
笊,13,0.000089,1.967304
笋,29,0.000199,0.881895
笏,15,0.000103,1.704996
笑,41,0.000282,0.623779
笔,20,0.000138,1.278747
笙,23,0.000158,1.111954
笛,40,0.000275,0.639374
笞,15,0.000103,1.704996
笠,20,0.000138,1.278747
笥,12,0.000083,2.131246
符,28,0.000193,0.913391
笨,27,0.000186,0.947220
第,35,0.000241,0.730713
笮,23,0.000158,1.111954
笳,9,0.000062,2.841661
筅,18,0.000124,1.420830
筆,37,0.000255,0.691215
等,35,0.000241,0.730713
筋,40,0.000275,0.639374
筌,14,0.000096,1.826782
筍,25,0.000172,1.022998
筏,32,0.000220,0.799217
筐,38,0.000261,0.673025
筑,29,0.000199,0.881895
筒,29,0.000199,0.881895
答,43,0.000296,0.594766
策,40,0.000275,0.639374
筠,19,0.000131,1.346050
筧,19,0.000131,1.346050
筮,15,0.000103,1.704996
筯,20,0.000138,1.278747
筱,18,0.000124,1.420830
筵,18,0.000124,1.420830
箍,22,0.000151,1.162498
箏,25,0.000172,1.022998
箔,32,0.000220,0.799217
箕,31,0.000213,0.824998
算,43,0.000296,0.594766
箜,22,0.000151,1.162498
箝,17,0.000117,1.504409
管,32,0.000220,0.799217
箭,22,0.000151,1.162498
箱,41,0.000282,0.623779
箴,16,0.000110,1.598434
箸,28,0.000193,0.913391
節,37,0.000255,0.691215
篁,20,0.000138,1.278747
範,22,0.000151,1.162498
篆,38,0.000261,0.673025
篇,28,0.000193,0.913391
篋,13,0.000089,1.967304
篌,28,0.000193,0.913391
篙,31,0.000213,0.824998
篝,9,0.000062,2.841661
篡,26,0.000179,0.983652
篤,22,0.000151,1.162498
篥,15,0.000103,1.704996
篦,16,0.000110,1.598434
篩,33,0.000227,0.774998
篱,26,0.000179,0.983652
篳,13,0.000089,1.967304
篷,31,0.000213,0.824998
篾,19,0.000131,1.346050
簀,13,0.000089,1.967304
簇,34,0.000234,0.752204
簌,10,0.000069,2.557495
簍,25,0.000172,1.022998
簑,28,0.000193,0.913391
簞,15,0.000103,1.704996
簟,14,0.000096,1.826782
簣,15,0.000103,1.704996
簧,36,0.000248,0.710415
簪,28,0.000193,0.913391
簫,25,0.000172,1.022998
簸,20,0.000138,1.278747
簽,35,0.000241,0.730713
簿,22,0.000151,1.162498
籃,26,0.000179,0.983652
籌,39,0.000268,0.655768
籍,36,0.000248,0.710415
籐,30,0.000206,0.852498
籟,23,0.000158,1.111954
籠,31,0.000213,0.824998
籬,36,0.000248,0.710415
籮,23,0.000158,1.111954
米,26,0.000179,0.983652
类,18,0.000124,1.420830
籽,23,0.000158,1.111954
粉,42,0.000289,0.608927
粒,30,0.000206,0.852498
粕,28,0.000193,0.913391
粗,29,0.000199,0.881895
粘,22,0.000151,1.162498
粟,29,0.000199,0.881895
粢,18,0.000124,1.420830
粤,27,0.000186,0.947220
粥,25,0.000172,1.022998
粮,26,0.000179,0.983652
粱,30,0.000206,0.852498
粲,13,0.000089,1.967304
粳,35,0.000241,0.730713
粹,30,0.000206,0.852498
粽,21,0.000144,1.217855
精,40,0.000275,0.639374
糅,9,0.000062,2.841661
糊,26,0.000179,0.983652
糕,20,0.000138,1.278747
糖,35,0.000241,0.730713
糙,27,0.000186,0.947220
糜,26,0.000179,0.983652
糝,21,0.000144,1.217855
糞,24,0.000165,1.065623
糟,37,0.000255,0.691215
糠,24,0.000165,1.065623
糧,21,0.000144,1.217855
糯,29,0.000199,0.881895
糲,16,0.000110,1.598434
糴,14,0.000096,1.826782
糶,16,0.000110,1.598434
糸,27,0.000186,0.947220
系,33,0.000227,0.774998
糾,32,0.000220,0.799217
紀,43,0.000296,0.594766
紂,29,0.000199,0.881895
約,31,0.000213,0.824998
紅,29,0.000199,0.881895
紆,28,0.000193,0.913391
紇,15,0.000103,1.704996
紉,22,0.000151,1.162498
紊,26,0.000179,0.983652
紋,26,0.000179,0.983652
納,34,0.000234,0.752204
紐,37,0.000255,0.691215
純,34,0.000234,0.752204
紕,20,0.000138,1.278747
紗,28,0.000193,0.913391
級,35,0.000241,0.730713
紛,28,0.000193,0.913391
紜,29,0.000199,0.881895
素,51,0.000351,0.501470
紡,30,0.000206,0.852498
索,34,0.000234,0.752204
紫,27,0.000186,0.947220
累,26,0.000179,0.983652
細,35,0.000241,0.730713
紱,25,0.000172,1.022998
紲,28,0.000193,0.913391
紳,26,0.000179,0.983652
紹,24,0.000165,1.065623
紺,20,0.000138,1.278747
紼,14,0.000096,1.826782
紿,14,0.000096,1.826782
絀,16,0.000110,1.598434
終,41,0.000282,0.623779
組,44,0.000303,0.581249
絆,27,0.000186,0.947220
絎,21,0.000144,1.217855
結,45,0.000310,0.568332
絕,30,0.000206,0.852498
絛,21,0.000144,1.217855
絞,21,0.000144,1.217855
絡,24,0.000165,1.065623
絢,29,0.000199,0.881895
給,39,0.000268,0.655768
絨,24,0.000165,1.065623
絮,31,0.000213,0.824998
統,28,0.000193,0.913391
絲,31,0.000213,0.824998
絳,22,0.000151,1.162498
絹,32,0.000220,0.799217
綁,24,0.000165,1.065623
綉,23,0.000158,1.111954
綏,23,0.000158,1.111954
經,27,0.000186,0.947220
綜,32,0.000220,0.799217
綠,23,0.000158,1.111954
綢,36,0.000248,0.710415
綣,19,0.000131,1.346050
綫,27,0.000186,0.947220
綬,15,0.000103,1.704996
維,35,0.000241,0.730713
綮,17,0.000117,1.504409
綰,29,0.000199,0.881895
綱,30,0.000206,0.852498
網,34,0.000234,0.752204
綳,25,0.000172,1.022998
綴,41,0.000282,0.623779
綸,26,0.000179,0.983652
綺,31,0.000213,0.824998
綻,28,0.000193,0.913391
綽,23,0.000158,1.111954
綾,28,0.000193,0.913391
綿,34,0.000234,0.752204
緇,21,0.000144,1.217855
緊,22,0.000151,1.162498
緋,17,0.000117,1.504409
緙,16,0.000110,1.598434
緝,25,0.000172,1.022998
緞,22,0.000151,1.162498
締,26,0.000179,0.983652
緡,12,0.000083,2.131246
緣,20,0.000138,1.278747
緥,26,0.000179,0.983652
編,26,0.000179,0.983652
緩,29,0.000199,0.881895
緬,30,0.000206,0.852498
緯,37,0.000255,0.691215
緲,29,0.000199,0.881895
練,34,0.000234,0.752204
緹,24,0.000165,1.065623
緻,24,0.000165,1.065623
縈,12,0.000083,2.131246
縉,21,0.000144,1.217855
縊,17,0.000117,1.504409
縋,17,0.000117,1.504409
縐,20,0.000138,1.278747
縑,17,0.000117,1.504409
縛,23,0.000158,1.111954
縝,14,0.000096,1.826782
縞,23,0.000158,1.111954
縟,15,0.000103,1.704996
縣,21,0.000144,1.217855
縫,36,0.000248,0.710415
縮,42,0.000289,0.608927
縱,35,0.000241,0.730713
縲,17,0.000117,1.504409
縴,31,0.000213,0.824998
縵,18,0.000124,1.420830
縷,29,0.000199,0.881895
縹,16,0.000110,1.598434
縻,10,0.000069,2.557495
總,29,0.000199,0.881895
績,31,0.000213,0.824998
繁,30,0.000206,0.852498
繅,15,0.000103,1.704996
繆,24,0.000165,1.065623
繒,20,0.000138,1.278747
織,40,0.000275,0.639374
繕,26,0.000179,0.983652
繚,28,0.000193,0.913391
繞,30,0.000206,0.852498
繩,33,0.000227,0.774998
繪,26,0.000179,0.983652
繭,23,0.000158,1.111954
繰,16,0.000110,1.598434
繳,24,0.000165,1.065623
繹,25,0.000172,1.022998
繼,35,0.000241,0.730713
繽,26,0.000179,0.983652
纂,32,0.000220,0.799217
纈,19,0.000131,1.346050
纊,16,0.000110,1.598434
續,32,0.000220,0.799217
纏,32,0.000220,0.799217
纓,25,0.000172,1.022998
纛,22,0.000151,1.162498
纜,31,0.000213,0.824998
缶,20,0.000138,1.278747
缸,21,0.000144,1.217855
缺,23,0.000158,1.111954
罄,24,0.000165,1.065623
罅,15,0.000103,1.704996
罐,25,0.000172,1.022998
网,33,0.000227,0.774998
罔,28,0.000193,0.913391
罕,35,0.000241,0.730713
罘,14,0.000096,1.826782
罟,23,0.000158,1.111954
罨,12,0.000083,2.131246
罩,38,0.000261,0.673025
罪,37,0.000255,0.691215
置,42,0.000289,0.608927
罰,31,0.000213,0.824998
